URL|TITLE|CURRENCY|AMOUNT ASKED|AMOUNT RECEIVED|BACKERS|AVG AMOUNT|DAYS LEFT|LOCATION|CATEGORY|NUMBER OF WORDS|NUMBER OF PICS|NUMBER OF VIDEOS|NUMBER OF COMMENTS|NUMBER OF UPDATES|NUMBER OF REWARDS|AMOUNT OF REWARDS|NUMBER OF WORDS OF REWARDS
https://www.kickstarter.com/projects/513552603/open-the-tank|OPEN The TANK by Bruce Odland|usd|57,000|61,315|694|88|0|Rangely, CO|Music|1706|7|7|20|8|35|$5 USD, $10 USD, $20 USD, $25 USD, $25 USD, $35 USD, $50 USD, $50 USD, $60 USD, $75 USD, $100 USD, $100 USD, $150 USD, $150 USD, $150 USD, $200 USD, $250 USD, $250 USD, $300 USD, $300 USD, $300 USD, $300 USD, $500 USD, $500 USD, $500 USD, $500 USD, $750 USD, $1,000 USD, $1,000 USD, $1,000 USD, $1,500 USD, $3,500 USD, $5,000 USD, $7,500 USD, $10,000 USD|19, 15, 41, 38, 50, 51, 45, 27, 60, 49, 41, 50, 56, 59, 63, 56, 50, 55, 49, 49, 49, 43, 45, 45, 45, 45, 39, 46, 45, 45, 44, 51, 40, 77, 51
https://www.kickstarter.com/projects/bluescholars/cinemetropolis-blue-scholars-signs-to-the-people|"CINEMETROPOLIS": BLUE SCHOLARS SIGNS TO THE PEOPLE by Blue Scholars|usd|25,000|62,391|2|31195|0|Seattle, WA|Hip-Hop|652|0|1|90|2|13|$1.00 USD, $5 USD, $10 USD, $20 USD, $25 USD, $30 USD, $50 USD, $70 USD, $100 USD, $100 USD, $150 USD, $250 USD, $350 USD|2, 9, 12, 20, 24, 16, 28, 29, 46, 31, 47, 20, 54


https://www.kickstarter.com/projects/1847107349/first-ever-emily-the-strange-animated-rock-n-roll|FIRST EVER EMILY THE STRANGE ANIMATED ROCK-N-ROLL SINGLE by Robert Reger|usd|55,000|64,749|710|91|0|Berkeley, CA|Indie Rock|2024|51|1|79|40|67|$1.00 USD, $5 USD, $5 USD, $10 USD, $10 USD, $10 USD, $15 USD, $20 USD, $20 USD, $20 USD, $20 USD, $25 USD, $25 USD, $35 USD, $40 USD, $40 USD, $40 USD, $45 USD, $45 USD, $50 USD, $50 USD, $50 USD, $50 USD, $50 USD, $55 USD, $75 USD, $75 USD, $75 USD, $75 USD, $75 USD, $150 USD, $150 USD, $150 USD, $150 USD, $200 USD, $250 USD, $250 USD, $250 USD, $250 USD, $250 USD, $250 USD, $250 USD, $300 USD, $650 USD, $750 USD, $750 USD, $800 USD, $1,000 USD, $1,000 USD, $1,000 USD, $1,000 USD, $1,000 USD, $1,000 USD, $1,200 USD, $1,200 USD, $1,200 USD, $1,200 USD, $1,300 USD, $1,500 USD, $2,000 USD, $2,000 USD, $2,000 USD, $3,500 USD, $5,000 USD, $5,000 USD, $5,000 USD, $10,000 USD|7, 11, 13, 12, 12, 13, 16, 23, 17, 17, 24, 25, 24, 26, 34, 26, 28, 28, 29, 26, 28, 37, 30, 24, 29, 40, 41, 45, 39, 40, 46, 46, 40, 71, 33, 60, 64, 63, 63, 61, 59, 79, 81, 59, 54, 54, 58, 57, 56, 55, 51, 51, 80, 71, 55, 54, 53, 55, 83, 71, 50, 56, 88, 49, 53, 59, 79




https://www.kickstarter.com/projects/sci-fest/sci-fest|SCI-FEST by David Dean Bottrell|usd|80,000|81,004|400|202|0|Los Angeles, CA|Festivals|1035|3|1|14|29|14|$5 USD, $10 USD, $25 USD, $50 USD, $55 USD, $65 USD, $75 USD, $100 USD, $101 USD, $250 USD, $500 USD, $1,000 USD, $5,000 USD, $10,000 USD|20, 30, 43, 34, 82, 111, 107, 30, 204, 34, 46, 53, 71, 61





https://www.kickstarter.com/projects/729375914/dci-or-die-the-capri-theatre-goes-digital|DCI or DIE: The Capri Theatre Goes Digital by Capri Theatre|usd|80,000|88,240|656|134|0|Montgomery, AL|Theater|831|2|1|26|17|9|$25 USD, $40 USD, $50 USD, $100 USD, $200 USD, $500 USD, $1,000 USD, $5,000 USD, $10,000 USD|6, 80, 7, 22, 53, 24, 26, 42, 38
https://www.kickstarter.com/projects/nowherethis/now-here-this-original-cast-recording|NOW. HERE. THIS. Original Cast Recording by NOW. HERE. THIS.|usd|75,000|89,833|1|89833|0|Lower East Side, Manhattan, NY|Theater|494|3|2|50|5|13|$10 USD, $20 USD, $25 USD, $50 USD, $75 USD, $125 USD, $250 USD, $300 USD, $500 USD, $1,000 USD, $5,000 USD, $10,000 USD, $10,000 USD|18, 12, 23, 27, 37, 47, 62, 64, 76, 69, 109, 135, 144



https://www.kickstarter.com/projects/993462222/bombshell-from-the-nbc-series-smash-a-broadway-con|BOMBSHELL from the TV series SMASH - A Broadway Concert by The Actors Fund|usd|50,000|318,120|1|318120|0|Manhattan, NY|Musical|
https://www.kickstarter.com/projects/521591886/judas-redux|Judas Redux by Julia Albain|usd|36,000|62,809|1|62809|0|Chicago, IL|Theater|1334|8|1|88|21|15|$1.00 USD, $5 USD, $10 USD, $15 USD, $25 USD, $35 USD, $50 USD, $75 USD, $100 USD, $150 USD, $250 USD, $500 USD, $1,000 USD, $5,000 USD, $10,000 USD|19, 25, 27, 26, 25, 24, 66, 39, 50, 70, 95, 77, 112, 120, 46
https://www.kickstarter.com/projects/782467956/a-lady-must-live|A Lady Must Live by Salli Richardson-Whitfield|usd|40,000|64,661|370|174|0|Hollywood, Los Angeles, CA|Theater|805|3|1|14|18|10|$10 USD, $20 USD, $50 USD, $100 USD, $250 USD, $500 USD, $1,000 USD, $2,500 USD, $5,000 USD, $10,000 USD|11, 10, 22, 11, 22, 14, 19, 22, 39, 25




https://www.kickstarter.com/projects/361301130/reopen-the-parkway-theater|Reopen the Parkway Theater! by J Moses Ceaser|usd|50,000|56,832|998|56|0|Oakland, CA|Theater|




https://www.kickstarter.com/projects/solsticehoodriver/solstice-bringing-our-pizza-to-the-hood-river-wate|Solstice, bringing our pizza to the Hood River Waterfront! by Solstice Wood Fire Cafe|usd|50,000|57,647|456|126|0|Hood River, OR|Food|1128|6|1|8|12|25|$10 USD, $10 USD, $25 USD, $25 USD, $35 USD, $50 USD, $50 USD, $50 USD, $75 USD, $100 USD, $100 USD, $125 USD, $150 USD, $150 USD, $150 USD, $200 USD, $250 USD, $300 USD, $350 USD, $500 USD, $500 USD, $1,000 USD, $1,000 USD, $1,000 USD, $5,000 USD|23, 21, 21, 22, 29, 36, 31, 31, 35, 32, 25, 41, 62, 48, 41, 42, 32, 44, 43, 48, 44, 52, 94, 56, 122
https://www.kickstarter.com/projects/363821638/move-the-muse-brooklyn-circus|Move The Muse Brooklyn - Circus by Angela Buccinni Butch|usd|60,000|61,360|702|87|0|Brooklyn, NY|Spaces|1134|11|1|13|13|73|$5 USD, $10 USD, $20 USD, $25 USD, $25 USD, $25 USD, $30 USD, $30 USD, $30 USD, $30 USD, $35 USD, $35 USD, $35 USD, $35 USD, $40 USD, $40 USD, $40 USD, $45 USD, $50 USD, $50 USD, $50 USD, $55 USD, $60 USD, $60 USD, $65 USD, $70 USD, $70 USD, $75 USD, $75 USD, $75 USD, $80 USD, $80 USD, $90 USD, $100 USD, $100 USD, $100 USD, $100 USD, $100 USD, $100 USD, $100 USD, $100 USD, $100 USD, $120 USD, $120 USD, $120 USD, $150 USD, $150 USD, $150 USD, $150 USD, $175 USD, $250 USD, $250 USD, $250 USD, $250 USD, $300 USD, $300 USD, $300 USD, $300 USD, $400 USD, $500 USD, $500 USD, $500 USD, $550 USD, $650 USD, $800 USD, $800 USD, $1,000 USD, $1,500 USD, $2,000 USD, $2,500 USD, $3,000 USD, $5,000 USD, $10,000 USD|22, 51, 27, 15, 26, 29, 19, 51, 29, 29, 34, 8, 7, 41, 21, 36, 15, 24, 31, 138, 27, 43, 18, 40, 22, 25, 15, 42, 40, 24, 14, 26, 15, 23, 30, 51, 50, 51, 51, 33, 62, 72, 26, 7, 40, 42, 41, 91, 27, 48, 38, 64, 51, 44, 67, 52, 67, 56, 41, 18, 68, 77, 49, 27, 31, 48, 31, 55, 47, 56, 28, 21, 43
https://www.kickstarter.com/projects/slobbr/slobbr-live-life-with-your-dog|Slobbr ~ Live Life With Your Dog by Michelle Fournier|usd|65,000|66,067|253|261|0|Boston, MA|Apps|1190|1|1|4|14|7|$10 USD, $30 USD, $60 USD, $100 USD, $250 USD, $1,000 USD, $10,000 USD|31, 40, 75, 65, 78, 71, 94
https://www.kickstarter.com/projects/273238435/eva-hesse|"Eva Hesse", a feature-length documentary film by Marcie Begleiter and Karen S. Shapiro|usd|54,000|66,386|468|141|0|Los Angeles, CA|Documentary|985|16|1|6|16|29|$10 USD, $15 USD, $25 USD, $40 USD, $50 USD, $60 USD, $75 USD, $75 USD, $85 USD, $100 USD, $150 USD, $150 USD, $150 USD, $250 USD, $500 USD, $750 USD, $1,000 USD, $1,000 USD, $1,250 USD, $1,750 USD, $1,750 USD, $2,500 USD, $2,500 USD, $2,500 USD, $2,500 USD, $3,500 USD, $3,500 USD, $5,000 USD, $8,000 USD|22, 40, 20, 30, 59, 31, 44, 90, 43, 27, 24, 70, 83, 29, 32, 57, 25, 30, 21, 20, 20, 32, 170, 185, 71, 77, 56, 61, 88
https://www.kickstarter.com/projects/park51/nychildren-exhibit-lets-open-park51s-doors-to-the|NYChildren Exhibit: Let's open Park51's doors to the world! by Park51 Community Center|usd|70,000|70,722|301|234|0|New York, NY|Art|569|0|1|14|11|12|$1.00 USD, $5 USD, $15 USD, $25 USD, $50 USD, $75 USD, $125 USD, $250 USD, $350 USD, $500 USD, $1,000 USD, $2,500 USD|23, 39, 52, 69, 42, 32, 32, 40, 39, 37, 28, 32
https://www.kickstarter.com/projects/197302649/court-13-arts-headquarters|Court 13 Arts Headquarters by Court 13 Arts|usd|68,000|76,008|907|83|0|New Orleans, LA|Public Art|1406|18|2|6|8|15|$10 USD, $15 USD, $20 USD, $30 USD, $45 USD, $70 USD, $100 USD, $150 USD, $200 USD, $300 USD, $500 USD, $1,000 USD, $2,500 USD, $5,000 USD, $10,000 USD|42, 135, 86, 73, 29, 67, 65, 107, 36, 63, 64, 43, 90, 46, 25
https://www.kickstarter.com/projects/shereadstruth/shereadstruth-bible-devotional-app|SheReadsTruth Bible+Devotional App by She Reads Truth|usd|35,000|87,774|1|87774|0|Nashville, TN|Technology|886|16|1|75|23|13|$10 USD, $25 USD, $50 USD, $100 USD, $250 USD, $500 USD, $1,000 USD, $2,000 USD, $3,000 USD, $3,000 USD, $5,000 USD, $6,000 USD, $10,000 USD|19, 21, 33, 48, 48, 66, 62, 108, 48, 85, 47, 56, 48
https://www.kickstarter.com/projects/1692978335/library-for-all-a-digital-library-for-the-developi|LIBRARY FOR ALL: a digital library for the developing world by Library For All|usd|100,000|109,955|763|144|0|New York, NY|Software|856|6|1|18|7|14|$10 USD, $25 USD, $50 USD, $75 USD, $100 USD, $175 USD, $250 USD, $250 USD, $500 USD, $1,000 USD, $2,500 USD, $5,000 USD, $10,000 USD, $10,000 USD|124, 34, 25, 25, 43, 29, 107, 75, 98, 106, 123, 124, 121, 51
https://www.kickstarter.com/projects/cricketcreekfarm/stone-barn-and-solar-power-to-sustain-cricket-cree|Stone Barn and Solar Power to Sustain Cricket Creek Farm by Topher Sabot / Cricket Creek Farm|usd|85,000|115,000|846|135|0|Williamstown, MA|Farms|2189|18|1|20|21|27|$10 USD, $15 USD, $25 USD, $30 USD, $40 USD, $75 USD, $100 USD, $110 USD, $130 USD, $145 USD, $145 USD, $225 USD, $275 USD, $275 USD, $275 USD, $350 USD, $450 USD, $500 USD, $600 USD, $800 USD, $900 USD, $1,000 USD, $1,200 USD, $3,500 USD, $5,000 USD, $10,000 USD, $10,000 USD|37, 20, 33, 30, 38, 20, 17, 25, 24, 55, 22, 21, 22, 51, 40, 26, 24, 35, 56, 35, 23, 49, 17, 76, 47, 47, 52
https://www.kickstarter.com/projects/tocguide/toc-go-bag|TOC Go Bag by Shan Wang & Eric Meltzer|usd|100,000|122,330|529|231|0|San Francisco, CA|Product Design|956|8|1|127|34|2|$225 USD, $450 USD|20, 30
https://www.kickstarter.com/projects/573779592/it-aint-going-down-like-that-korey-colemans-new-si|New Beginnings! - Korey Coleman's new website project! by Korey Coleman|usd|30,000|133,860|2|66930|0|Austin, TX|Webseries|342|0|1|864|18|15|$2.00 USD, $10 USD, $25 USD, $50 USD, $75 USD, $100 USD, $150 USD, $250 USD, $500 USD, $1,000 USD, $1,500 USD, $2,000 USD, $4,000 USD, $5,000 USD, $7,000 USD|28, 65, 33, 43, 43, 77, 36, 22, 19, 14, 53, 80, 49, 65, 60
https://www.kickstarter.com/projects/konda/what-makes-you-come-alive-bring-it-to-the-hub-0|What Makes You Come Alive? Bring it to The HUB! by Konda Mason|usd|100,000|142,719|1|142719|0|Oakland, CA|Technology|542|15|4|17|10|25|$10 USD, $25 USD, $60 USD, $60 USD, $100 USD, $100 USD, $100 USD, $100 USD, $180 USD, $180 USD, $300 USD, $340 USD, $350 USD, $500 USD, $700 USD, $750 USD, $1,000 USD, $1,000 USD, $1,000 USD, $1,000 USD, $2,000 USD, $4,000 USD, $5,000 USD, $7,500 USD, $10,000 USD|27, 93, 66, 73, 85, 63, 62, 58, 21, 28, 50, 27, 113, 55, 81, 34, 67, 76, 50, 88, 27, 27, 85, 105, 126
https://www.kickstarter.com/projects/foragekitchen/forage-kitchen|Forage Kitchen by Iso Rabins|usd|150,000|156,502|1|156502|0|San Francisco, CA|Spaces|1725|3|1|64|62|17|$15 USD, $35 USD, $50 USD, $99 USD, $100 USD, $100 USD, $150 USD, $200 USD, $200 USD, $200 USD, $400 USD, $500 USD, $800 USD, $1,000 USD, $1,000 USD, $5,000 USD, $10,000 USD|14, 70, 16, 24, 26, 36, 50, 66, 46, 36, 69, 76, 64, 45, 38, 27, 88
https://www.kickstarter.com/projects/379429428/superior-motors-community-restaurant-and-farm-ecos|Superior Motors: Community Restaurant & Farm Ecosystem by Kevin Sousa|usd|250,000|310,225|2|155112|0|Braddock, PA|Restaurants|619|8|1|203|41|11|$25 USD, $50 USD, $100 USD, $250 USD, $300 USD, $500 USD, $1,000 USD, $1,500 USD, $3,000 USD, $5,000 USD, $10,000 USD|63, 60, 73, 111, 96, 145, 123, 201, 127, 120, 167
https://www.kickstarter.com/projects/gosondors/sondors-electric-bike-most-affordable-ebike-ever|Sondors Electric Bike - Most Affordable eBike. Ever. by Storm Sondors|usd|75,000|1,354,793|1|1354793|0|Malibu, CA|Gadgets|394|24|1|341|27|11|$5 USD, $50 USD, $50 USD, $499 USD, $499 USD, $499 USD, $499 USD, $599 USD, $599 USD, $599 USD, $599 USD|54, 61, 63, 146, 110, 108, 144, 96, 96, 94, 94
https://www.kickstarter.com/projects/wakerobotics/forging-the-forge-downtown|Forging The Forge Downtown by Wake Robotics|usd|40,000|42,591|401|106|0|Cary, NC|Technology|756|7|1|7|25|20|$5 USD, $10 USD, $15 USD, $20 USD, $25 USD, $30 USD, $40 USD, $50 USD, $75 USD, $100 USD, $100 USD, $150 USD, $150 USD, $150 USD, $200 USD, $250 USD, $500 USD, $1,000 USD, $2,000 USD, $5,000 USD|18, 33, 31, 39, 52, 34, 28, 44, 35, 46, 47, 38, 49, 45, 50, 52, 53, 50, 56, 47
https://www.kickstarter.com/projects/643873665/sams-log-cabin-backyard-expansion-and-kitchen-rest|Sam's Log Cabin Backyard Expansion and Kitchen Restoration! by Rhasaan Fernandez and Mike Daillak|usd|40,000|44,466|410|108|0|Albany, CA|Restaurants|340|0|1|20|19|17|$10 USD, $20 USD, $25 USD, $25 USD, $40 USD, $50 USD, $50 USD, $75 USD, $125 USD, $150 USD, $150 USD, $300 USD, $400 USD, $750 USD, $999 USD, $1,500 USD, $2,250 USD|6, 9, 17, 10, 31, 14, 14, 7, 36, 24, 26, 19, 20, 22, 17, 55, 82
https://www.kickstarter.com/projects/824588664/launch-an-educational-community-farm-on-nantucket|Launch an Educational Community Farm on Nantucket! by Sustainable Nantucket|usd|39,000|44,000|125|352|0|Nantucket, MA|Farms|458|5|1|0|6|12|$1.00 USD, $25 USD, $50 USD, $100 USD, $250 USD, $500 USD, $1,000 USD, $2,500 USD, $3,000 USD, $5,000 USD, $10,000 USD, $10,000 USD|4, 8, 10, 21, 26, 24, 28, 37, 53, 51, 42, 40
https://www.kickstarter.com/projects/onedayonearth/one-day-on-earth-filmed-in-every-nation-in-one-day|One Day on Earth - filmed in every nation in one day by One Day on Earth|usd|25,000|44,637|1|44637|0|Santa Monica, CA|Documentary|285|0|2|57|11|15|$5 USD, $15 USD, $25 USD, $55 USD, $100 USD, $200 USD, $300 USD, $500 USD, $500 USD, $1,000 USD, $2,000 USD, $3,000 USD, $5,000 USD, $7,500 USD, $10,000 USD|18, 17, 18, 26, 18, 34, 37, 44, 44, 74, 61, 60, 67, 72, 44
https://www.kickstarter.com/projects/tmillerpoetry/transparent-the-story-of-loss-in-a-community-misun|TransParent; A Story of Loss in a Community Misunderstood by Natasha Miller|usd|30,000|46,653|631|73|0|Detroit, MI|Documentary|1729|4|1|8|4|9|$1.00 USD, $10 USD, $25 USD, $50 USD, $100 USD, $250 USD, $500 USD, $1,000 USD, $5,000 USD|4, 11, 12, 16, 37, 65, 76, 88, 93
https://www.kickstarter.com/projects/prodigalfarm/artisanal-cheese-beloved-goats-stronger-community|Artisanal Cheese + Beloved Goats = Stronger Community by Kathryn Carter Spann|usd|45,000|48,327|374|129|0|Rougemont, NC|Food|1513|11|1|7|27|22|$15 USD, $25 USD, $30 USD, $35 USD, $50 USD, $50 USD, $55 USD, $65 USD, $75 USD, $100 USD, $100 USD, $125 USD, $200 USD, $250 USD, $250 USD, $250 USD, $500 USD, $500 USD, $1,000 USD, $1,000 USD, $2,500 USD, $10,000 USD|34, 42, 15, 53, 70, 96, 17, 14, 155, 85, 246, 229, 130, 189, 16, 29, 102, 81, 93, 174, 184, 185
